researcher_name,orcid,institution,country,works_count,cited_by_count
Vincent Cottin,https://orcid.org/0000-0002-5591-0955,Université Claude Bernard Lyon 1,FR,1394,64700
Gaetano Thiene,https://orcid.org/0000-0002-8814-2577,University of Padua,IT,1394,76256
Young Hoon Joo,https://orcid.org/0000-0002-4662-1916,Kunsan National University,KR,1394,19627
James Larkin,https://orcid.org/0000-0001-5569-9523,"University of California, Los Angeles",US,1394,133892
Kari Hemminki,https://orcid.org/0000-0002-2769-3316,German Cancer Research Center,DE,1394,55991
L. Cadamuro,https://orcid.org/0000-0001-8789-610X,Centre National de la Recherche Scientifique,FR,1394,47326
MedicOath Autonomous Discovery Engine,,Medicoat (Switzerland),CH,1394,0
Tony Greicius,,,,1393,351
Liu Qiang,https://orcid.org/0000-0001-8056-1059,Zhejiang University,CN,1393,82
James G. Fujimoto,https://orcid.org/0000-0002-0828-4357,IIT@MIT,US,1393,83506
Stephan J. L. Bakker,https://orcid.org/0000-0003-3356-6791,University Medical Center Groningen,NL,1393,61060
Roger L. Milne,https://orcid.org/0000-0001-5764-7268,The University of Melbourne,AU,1393,58207
Orlando Guntinas‐Lichius,https://orcid.org/0000-0001-9671-0784,"Klinik und Poliklinik für Hals-, Nasen-, Ohrenheilkunde",DE,1393,18417
杨军,,Research Institute of Petroleum Exploration and Development,CN,1393,96
Keqin Li,https://orcid.org/0000-0001-5224-4048,Hunan University of Science and Technology,CN,1393,34297
Wei Wang,https://orcid.org/0000-0002-8180-2886,Naval Medical Research Command,US,1393,39234
Greg A. Gerhardt,,University of Kentucky,US,1393,23451
Arthur W. Toga,https://orcid.org/0000-0001-7902-3755,Karolinska University Hospital,SE,1392,133404
Il Hwan Kim,https://orcid.org/0000-0002-4225-002X,,,1392,9732
Alan R. Kennedy,https://orcid.org/0000-0003-3652-6015,University of Strathclyde,GB,1392,17635
Jd,,,,1392,300
J. Geoffrey Chase,https://orcid.org/0000-0001-9989-4849,University of Canterbury,NZ,1392,19922
M. Danilov,https://orcid.org/0000-0001-9227-5164,European Organization for Nuclear Research,CH,1392,53221
J. G. Luhmann,https://orcid.org/0000-0003-0626-9353,,,1392,32144
Thomas Gasser,https://orcid.org/0000-0002-1069-1146,Centre Hospitalier de Luxembourg,LU,1392,90742
María Isabel Colado,,Universidad Complutense de Madrid,ES,1392,4507
In Ho Kim,https://orcid.org/0000-0001-6652-2504,National Institute of Ecology,IN,1392,20998
Victor Gay,https://orcid.org/0000-0001-9912-3841,Toulouse School of Economics,FR,1391,395
Kazuyuki Aihara,https://orcid.org/0000-0002-4602-9816,Bunkyo University,JP,1391,27136
J. Olszowska,https://orcid.org/0000-0003-0520-9500,"Institute of Nuclear Physics, Polish Academy of Sciences",PL,1391,110058
Benjamin J. Eggleton,https://orcid.org/0000-0003-4921-9727,,,1391,41213
G. Neukum,,Freie Universität Berlin,DE,1391,27718
F. Ahmadov,https://orcid.org/0000-0003-3644-540X,Azerbaijan National Academy of Sciences,AZ,1391,65465
Yufeng Zheng,https://orcid.org/0000-0002-7402-9979,Northwestern Polytechnical University,CN,1391,76628
Dan Zhang,https://orcid.org/0000-0002-7295-4837,Beijing Institute of Technology,CN,1391,21696
Hideo Kobayashi,,Yokohama Rosai Hospital,JP,1391,7522
Jeffrey Mervis,,,,1391,3042
이기영,,,,1390,382
Kathy Fester,,,,1390,24
P. Berta,https://orcid.org/0000-0003-0780-0345,Charles University,CZ,1390,65599
Simon Aldridge,https://orcid.org/0000-0001-9998-9434,Mansfield University,US,1389,14328
Huijun Zhao,https://orcid.org/0000-0002-3028-0459,Nankai University,CN,1389,67659
Maxim N. Sokolov⧫,https://orcid.org/0000-0001-9361-4594,Nikolaev Institute of Inorganic Chemistry,RU,1389,11032
Dirk Trauner,https://orcid.org/0000-0002-6782-6056,California University of Pennsylvania,US,1389,26728
Jon Kobashigawa,https://orcid.org/0000-0001-9308-3172,Cedars-Sinai Medical Center,US,1389,34381
Peter D. Sly,https://orcid.org/0000-0001-6305-2201,Children's Medical Research Institute,AU,1389,66293
Y. Hsiung,https://orcid.org/0000-0003-4801-1238,National Taiwan University,TW,1389,97349
Allan H. Young,https://orcid.org/0000-0003-2291-6952,King's College London,GB,1389,80382
Olli T. Raitakari,https://orcid.org/0000-0001-9365-3702,University of Turku,FI,1389,100587
E. Halkiadakis,https://orcid.org/0000-0002-3584-7856,"Rutgers, The State University of New Jersey",US,1389,69207
Hailong Wang,https://orcid.org/0000-0002-6107-5095,Electric Power University,VN,1389,62059
A. Ahmad,https://orcid.org/0000-0003-4681-0079,Fayoum University,EG,1389,101073
Javed Butler,https://orcid.org/0000-0001-7683-4720,Baylor University Medical Center,US,1388,123493
Boris Schmitz,https://orcid.org/0000-0001-7041-7424,Witten/Herdecke University,DE,1388,1970
李霞,,,,1388,56
Ruediger Stein,https://orcid.org/0000-0002-4453-9564,,,1388,17257
Mikaela Corney,,Pacific Northwest National Laboratory,US,1388,0
Soumya Manchikanti,,Environmental Molecular Sciences Laboratory,US,1388,3
Mohammad Abdollahı,https://orcid.org/0000-0003-0123-1209,York University,CA,1388,95484
S. Tisserant,https://orcid.org/0000-0002-0294-6727,Aix-Marseille Université,FR,1388,103667
Henry James,https://orcid.org/0000-0002-0345-9314,,,1388,5060
Marco Vinceti,https://orcid.org/0000-0002-0551-2473,Boston University,US,1388,22333
Jürgen M. Stein,https://orcid.org/0000-0003-3558-3341,Goethe University Frankfurt,DE,1388,19516
Hiroshi Eisaki,https://orcid.org/0000-0002-8299-6416,National Institute of Advanced Industrial Science and Technology,JP,1388,40636
F. Forti,https://orcid.org/0000-0001-6535-7965,Twitter (United States),US,1388,43637
Jun Wang,https://orcid.org/0000-0002-1305-5735,City University of Hong Kong,HK,1388,46700
John M. Kane,https://orcid.org/0000-0002-2628-9442,University of North Carolina at Chapel Hill,US,1387,84667
О. Л. Барбараш,https://orcid.org/0000-0002-4642-3610,Kemerovo State Medical Academy,RU,1387,16837
Philippe Pîbarot,https://orcid.org/0000-0002-3607-279X,Valve (United States),US,1387,81846
Hiroyuki Kuwano,https://orcid.org/0000-0003-1809-8483,Gunma University,JP,1387,36471
M. Rusop,https://orcid.org/0000-0002-5842-627X,Universiti Teknologi MARA,MY,1387,8109
Yong Yang,https://orcid.org/0000-0002-7462-3062,Kunming University,CN,1387,2453
Ingo Krossing,https://orcid.org/0000-0002-7182-4387,University of Freiburg,DE,1387,19836
Mark G. Kris,https://orcid.org/0000-0002-7317-5341,Memorial Sloan Kettering Cancer Center,US,1387,102263
Barry Eichengreen,https://orcid.org/0000-0002-1683-4486,,,1387,50830
Jean‐Laurent Casanova,https://orcid.org/0000-0002-7782-4169,Howard Hughes Medical Institute,US,1387,121250
H. Abramowicz,https://orcid.org/0000-0001-5329-6640,Tel Aviv University,IL,1387,82377
Naomichi Matsumoto,https://orcid.org/0000-0001-9846-6500,Yokohama City University Hospital,JP,1387,39394
Jordan R. Wiker,https://orcid.org/0000-0003-4707-5539,,,1387,2
Wu,,University of New Mexico,US,1387,3143
Paolo Pelosi,https://orcid.org/0000-0001-5055-3023,"University of Nevada, Las Vegas",US,1386,65868
Merete Nordentoft,https://orcid.org/0000-0003-4895-7023,University of Copenhagen,DK,1386,87947
A. Vartak,https://orcid.org/0000-0003-1507-1365,"University of Maryland, Baltimore County",US,1386,96507
Amity Andersen,https://orcid.org/0000-0002-6529-0905,Pacific Northwest National Laboratory,US,1386,1547
Klaus Harms,https://orcid.org/0000-0001-7622-1086,Philipps University of Marburg,DE,1386,22896
L. Vitale,https://orcid.org/0000-0003-3354-2300,Twitter (United States),US,1386,39948
Alberto Sangiovanni‐Vincentelli,https://orcid.org/0000-0003-1298-8389,Berkeley College,US,1386,51293
John H. Zhang,https://orcid.org/0000-0002-4319-4285,Loma Linda University,US,1386,56292
Lin Wang,https://orcid.org/0000-0001-5716-6587,Dongbei University of Finance and Economics,CN,1386,40658
Mark Garcia,https://orcid.org/0009-0000-6567-9155,Ateneo de Manila University,PH,1386,222
Jordan Kelly,,Pacific Northwest National Laboratory,US,1386,0
www.rasitdinc.com,,Design Intelligence (United States),US,1386,0
J. D. Long,https://orcid.org/0000-0002-2115-9382,University of Chicago,US,1385,79494
Luis Paz‐Ares,https://orcid.org/0000-0002-1947-3364,Hospital Universitario 12 De Octubre,ES,1385,96455
Edoardo Savarino,https://orcid.org/0000-0002-3187-2894,University of Padua,IT,1385,33616
朝鮮總督府鐵道局,,,,1385,0
José Baselga,https://orcid.org/0000-0003-1361-4063,,,1384,119606
Christopher P. Ames,https://orcid.org/0000-0003-2618-3098,"University of California, San Francisco",US,1384,37135
D. Vannerom,https://orcid.org/0000-0002-2747-5095,Vrije Universiteit Brussel,BE,1384,35614
Ian Foster,https://orcid.org/0000-0003-2129-5269,Argonne National Laboratory,US,1384,91621
Michaël Maes,https://orcid.org/0000-0002-2012-871X,European Union,BE,1384,84574
Guillaume Ghisbain,https://orcid.org/0000-0003-2032-8081,University of Mons,BE,1384,1082
Christian E. Elger,https://orcid.org/0000-0002-2531-6701,Augenstern,DE,1384,82397
D. Lucchesi,https://orcid.org/0000-0003-4937-7637,University of Padua,IT,1384,43969
B. Ille,https://orcid.org/0000-0002-8679-3878,Institute of Nuclear Physics of Lyon,FR,1384,85688
Jon Clardy,https://orcid.org/0000-0003-0213-8356,Boston Biomedical Research Institute,US,1383,79519
Christopher B. Granger,https://orcid.org/0000-0002-0045-3291,Duke University,US,1383,128122
Son Nguyen,https://orcid.org/0000-0002-6563-1685,University of Massachusetts Chan Medical School,US,1383,682
Rubén A. Toscano,https://orcid.org/0000-0002-4380-9251,Universidad Autónoma de la Ciudad de México,MX,1383,8628
George M. Sheldrick,https://orcid.org/0000-0001-6956-4822,University of Göttingen,DE,1383,217759
J. Wetzel,https://orcid.org/0000-0003-4687-7302,Villanova University,US,1383,95660
Marc J. Gunter,https://orcid.org/0000-0001-5472-6761,Cancer Research UK,GB,1383,56749
Zhi,,,,1383,2108
G. L. Alberghi,https://orcid.org/0000-0003-2388-987X,"Istituto Nazionale di Fisica Nucleare, Sezione di Bologna",IT,1382,63725
Holger Sudhoff,https://orcid.org/0000-0002-9274-5645,Bielefeld University,DE,1382,8421
photographer Harris Ewing,,,,1382,24
Paul M. Ridker,https://orcid.org/0000-0003-1249-4522,Brigham and Women's Hospital,US,1382,235507
Hans Peter Latscha,,Heidelberg University,DE,1382,494
"Fraguas Fraguas, Antonio, 1905-1999",,,,1382,0
P. Vanlaer,https://orcid.org/0000-0002-7931-4496,European Union of Medical Specialists,BE,1381,71024
W. Baldini,https://orcid.org/0000-0001-7658-8777,"Istituto Nazionale di Fisica Nucleare, Sezione di Ferrara",IT,1381,48174
Giampiero Girolomoni,https://orcid.org/0000-0001-8548-0493,University of Verona,IT,1381,36894
Toshiyuki Takagi,https://orcid.org/0000-0003-1283-4320,SHOWA Medical University,JP,1381,26739
Editors International Labour Law Reports,,,,1381,140
Yan Li,https://orcid.org/0009-0002-7519-7605,Tongji University,CN,1381,299
Yang Jing,https://orcid.org/0009-0002-3090-7511,,,1381,76
Mark J. Smyth,https://orcid.org/0000-0001-7098-7240,,,1381,120526
Katharina Riedel,https://orcid.org/0000-0002-4629-3019,University Hospital Bonn,DE,1381,12017
D. Zanzi,https://orcid.org/0000-0002-1222-7937,University of Freiburg,DE,1381,82142
Editors Oriente Moderno,,,,1381,117
Martin Wabitsch,https://orcid.org/0000-0001-6795-8430,Universität Ulm,DE,1381,33245
이은영,,,,1380,191
이창우,,,,1380,94
Timothy A. Yap,https://orcid.org/0000-0002-2154-3309,The University of Texas MD Anderson Cancer Center,US,1380,27387
Hideo Yasunaga,https://orcid.org/0000-0002-6017-469X,Jikei University School of Medicine,JP,1380,24456
Luciano Gattinoni,https://orcid.org/0000-0001-5380-2494,Universitätsmedizin Göttingen,DE,1380,77365
CellImageLibrary CCDB,,,,1380,0
Na Wang,https://orcid.org/0000-0002-9786-8548,Jiangnan University,CN,1380,15664
Tao Liu,https://orcid.org/0000-0001-9529-6550,Renji Hospital,CN,1380,930
Junebug Clark,,,,1380,1350
Marsha Zeigler,,Environmental Molecular Sciences Laboratory,US,1380,2368
Kelly Hatter,,Environmental Molecular Sciences Laboratory,US,1380,0
John M. Maris,https://orcid.org/0000-0002-8088-7929,Children's Hospital of Philadelphia,US,1379,54534
John M. Kirkwood,https://orcid.org/0000-0002-3570-4476,University of Malawi,MW,1379,93168
Robert J. Linhardt,https://orcid.org/0000-0003-2219-5833,Rensselaer Polytechnic Institute,US,1379,69125
Jong Sung Kim,https://orcid.org/0000-0001-5945-0784,Portland State University,US,1379,4546
Justin Teeguarden,https://orcid.org/0000-0003-3817-4391,,,1379,6900
D. Ta,https://orcid.org/0000-0002-0918-9175,Johannes Gutenberg University Mainz,DE,1379,85580
Jiannong Cao,https://orcid.org/0000-0002-2725-2529,Hong Kong Polytechnic University,HK,1379,28036
Yang Yang,https://orcid.org/0009-0004-5425-9998,University of Macau,MO,1379,2028
Christopher Barner‐Kowollik,https://orcid.org/0000-0002-6745-0570,Karlsruhe Institute of Technology,DE,1378,45226
Ronan Sauleau,https://orcid.org/0000-0001-7510-9762,Centre National de la Recherche Scientifique,FR,1378,13979
Jan Wouters,https://orcid.org/0000-0002-0093-698X,KU Leuven,BE,1378,20582
Vilmundur Guðnason,https://orcid.org/0000-0001-5696-0084,Reykjavík University,IS,1377,182781
A. Roodman,https://orcid.org/0000-0001-5326-3486,SLAC National Accelerator Laboratory,US,1377,65495
Christian Krettek,https://orcid.org/0000-0001-9807-0020,Medizinische Hochschule Hannover,DE,1377,32707
David B. Lindenmayer,https://orcid.org/0000-0002-4766-4088,Australian National University,AU,1377,85181
S. Malde,https://orcid.org/0000-0002-8179-0707,University of the Punjab,PK,1377,35396
Shigeru Kinoshita,https://orcid.org/0000-0002-6839-251X,Kyoto Prefectural University of Medicine,JP,1377,38691
P. St. J. Russell,https://orcid.org/0000-0002-8972-2477,Light Industry Hangzhou Electromechanical Design Institute,CN,1377,58578
Ronald Moore,,Pacific Northwest National Laboratory,US,1377,211
Carlo Di Mario,https://orcid.org/0000-0002-4461-2055,Azienda Ospedaliero-Universitaria Careggi,IT,1377,76572
M. Dyndał,https://orcid.org/0000-0001-9632-6352,Jagiellonian University,PL,1377,64480
Michael P. Doyle,https://orcid.org/0000-0003-1386-3780,San Antonio College,US,1377,88107
J.L.G. Fierro,https://orcid.org/0000-0002-6880-3737,Sorbonne Université,FR,1377,69493
A. Pompili,https://orcid.org/0000-0003-1291-4005,"Istituto Nazionale di Fisica Nucleare, Sezione di Bari",IT,1377,60942
Roland Boese,,Ruhr University Bochum,DE,1377,25084
A. Redelbach,https://orcid.org/0000-0002-8102-9686,Goethe University Frankfurt,DE,1377,95118
GBIF.org User,,,,1377,1
Vimal Kumar Balasubramanian,https://orcid.org/0000-0002-8405-7519,Environmental Molecular Sciences Laboratory,US,1377,0
김대현,,,,1376,105
Andrew Leigh,https://orcid.org/0000-0002-5639-0509,Parliament of Australia,AU,1376,7601
M. Swiatlowski,https://orcid.org/0000-0001-7287-0468,TRIUMF,CA,1376,67511
J. S. Gallagher,https://orcid.org/0000-0001-8608-0408,University of Wisconsin–Madison,US,1376,41769
Yong Cao,https://orcid.org/0000-0002-8334-5324,Guiyang Medical University,CN,1376,86986
M. Goncharov,,Universidad de Sonora,MX,1376,88292
YAO YAO,,,,1376,2191
Luis Urbina,,,,1376,0
Minnie Sarwal,https://orcid.org/0000-0003-1212-3959,,,1375,26841
Louise Nash,https://orcid.org/0000-0002-3364-3868,King's College London,GB,1375,1044
Samuel Taylor Coleridge,,,,1375,4469
Valentin Petrov,https://orcid.org/0000-0001-7247-6145,,,1375,18674
S. N. Karpov,https://orcid.org/0000-0002-2230-5353,FZU ‒ Institute of Physics of the Academy of Sciences of the Czech Republic,CZ,1375,66696
David L. Morris,https://orcid.org/0000-0001-9377-8521,St George Hospital,AU,1375,35039
J. L. Rodriguez,https://orcid.org/0000-0001-6680-7761,,,1375,95428
I. J. Watson,https://orcid.org/0000-0003-2141-3413,University of Seoul,KR,1375,63199
Chandra Earl,https://orcid.org/0000-0001-9850-882X,,,1375,0
John H. Seinfeld,https://orcid.org/0000-0003-1344-4068,California Institute of Technology,US,1374,138438
Tamer Başar,https://orcid.org/0000-0003-4406-7875,University of Illinois Urbana-Champaign,US,1374,38751
S. Seidel,https://orcid.org/0000-0002-1181-3061,Laboratoire de Physique des 2 Infinis Irène Joliot-Curie,FR,1374,59774
C. Richard A. Catlow,https://orcid.org/0000-0002-1341-1541,Rutherford Appleton Laboratory,GB,1374,56912
S. Kuday,https://orcid.org/0000-0002-0116-5494,Ankara University,TR,1374,85345
Kadambot H. M. Siddique,https://orcid.org/0000-0001-6097-4235,The University of Western Australia,AU,1374,66873
Ülrich Flörke,https://orcid.org/0000-0003-0940-7838,,,1374,12998
Jian Li,https://orcid.org/0000-0002-7521-8798,South China Agricultural University,CN,1374,33533
E. Torassa,https://orcid.org/0000-0003-2321-0599,Twitter (United States),US,1374,98292
J. Duarte Campderros,https://orcid.org/0000-0003-0687-5214,Universidad de Cantabria,ES,1374,91233
Walter Ricciardi,https://orcid.org/0000-0002-5655-688X,Università Cattolica del Sacro Cuore,IT,1373,23019
Ivano Bertini,https://orcid.org/0000-0002-0616-2444,Parthenope University of Naples,IT,1373,53225
Mitsuaki Isobe,https://orcid.org/0000-0003-3447-563X,Sakakibara Hospital,JP,1373,23068
Naoyuki Taniguchi,https://orcid.org/0000-0001-5889-5968,Osaka International Cancer Institute,JP,1373,51875
S. Asai,https://orcid.org/0000-0001-5279-2298,The University of Tokyo,JP,1373,88215
G.T. Montelione,https://orcid.org/0000-0002-9440-3059,"Rutgers, The State University of New Jersey",US,1373,23898
Miao Liu,https://orcid.org/0000-0002-7975-6702,People's Liberation Army No. 150 Hospital,CN,1373,23929
Yang Li,https://orcid.org/0000-0002-6515-4567,Nanjing University of Chinese Medicine,CN,1373,20756
J. M. Roney,https://orcid.org/0000-0001-7802-4617,Twitter (United States),US,1373,50565
L. Zhang,https://orcid.org/0000-0002-5806-6403,Fudan University,CN,1373,97508
Jesse Roman,https://orcid.org/0000-0003-2956-9674,Emory Healthcare,US,1372,14059
김태환,,,,1372,101
D. Tonelli,https://orcid.org/0000-0002-1494-7882,,,1372,56107
Manolis Kogevinas,https://orcid.org/0000-0002-9605-0461,Universitat Pompeu Fabra,ES,1372,65178
Carsten Strohmann,https://orcid.org/0000-0002-4787-2135,TU Dortmund University,DE,1372,11218
A. Bassalat,https://orcid.org/0000-0002-0129-1423,Centre National de la Recherche Scientifique,FR,1372,67068
Samuel J. Danishefsky,https://orcid.org/0000-0002-7010-8434,Kettering University,US,1372,54116
