organization_name,country,type,city,homepage_url,works_count,cited_by_count
University of Algiers Benyoucef Benkhedda,DZ,education,Algiers,http://www.univ-alger.dz/,7184,130319
Max Planck Institute for Comparative and International Private Law,DE,facility,Hamburg,https://www.mpipriv.de/home,7183,39553
Department of Social Sciences,RU,government,Moscow,http://www.ras.ru/scientificactivity/sciencefields8.aspx,7183,48044
St. George's University,GD,education,Saint George's,http://www.sgu.edu/,7182,190438
Institute for Fiscal Studies,GB,facility,London,https://ifs.org.uk,7182,384358
École Nationale Supérieure de Techniques Avancées,FR,education,Palaiseau,https://www.ensta-paris.fr,7182,378972
Coventry (United Kingdom),GB,company,Coventry,http://www.inocardia.co.uk/,7181,281618
South African National Biodiversity Institute,ZA,facility,Pretoria,http://www.sanbi.org/,7178,232835
HUN-REN Institute for Nuclear Research,HU,facility,Debrecen,https://atomki.hu,7174,729327
Nizhny Novgorod State Pedagogical University,RU,education,Nizhny Novgorod,https://mininuniver.ru,7173,84451
Bilecik Şeyh Edebali Üniversitesi,TR,education,Bilecik,https://bilecik.edu.tr,7171,71907
Trường ĐH Nguyễn Tất Thành,VN,education,Ho Chi Minh City,https://www.ntt.edu.vn,7171,218057
Social Insurance Saitama Chuo Hospital,JP,healthcare,Saitama,http://saitama.jcho.go.jp/,7170,262191
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers,UZ,education,Tashkent,https://www.tiiame.uz,7165,74092
Minnesota Department of Natural Resources,US,government,Saint Paul,http://www.dnr.state.mn.us/index.html,7164,749063
Institute for Problems in Mechanics,RU,facility,Moscow,http://ipmnet.ru/,7164,101617
Guangzhou Women and Children Medical Center,CN,healthcare,Guangzhou,http://en.gzfezx.net/,7163,267227
Hydro-Québec,CA,government,Montreal,http://www.hydroquebec.com/en/,7163,366379
Instytut Biologii Doświadczalnej im. Marcelego Nenckiego,PL,facility,Warsaw,http://en.nencki.gov.pl/,7160,479597
Indian Institute of Chemical Biology,IN,facility,Kolkata,http://www.iicb.res.in/,7159,513013
Instituto Nacional de Pediatria,MX,facility,Mexico City,http://www.pediatria.gob.mx/english_version.html,7156,225771
"Czech Academy of Sciences, Institute of Psychology",CZ,facility,Brno,https://www.psu.cas.cz,7155,235220
Translational Innovation in Medicine and Complexity,FR,facility,Grenoble,https://www.timc.fr,7152,376432
Hebei North University,CN,education,Zhangjiakou,http://www.hebeinu.edu.cn/,7149,134377
Hubei University of Science and Technology,CN,education,Xianning,http://www.hbust.com.cn/,7149,177001
Intermountain Healthcare,US,healthcare,Salt Lake City,http://intermountainhealthcare.org/,7148,595575
Mehran University of Engineering and Technology,PK,education,Jamshoro,https://www.muet.edu.pk,7147,160135
May Institute,US,nonprofit,Randolph,http://www.mayinstitute.org/,7147,1028503
Turkish Armed Forces,TR,government,Çankaya,http://www.tsk.tr/20_ingilizce_tsktr/index.html,7146,427651
Yale New Haven Health System,US,healthcare,New Haven,http://www.ynhhs.org/anewdayinhealthcare/,7146,380596
Kamineni Institute of Dental Sciences,IN,education,Nalgonda,http://www.kidsdentalcollege.org/,7146,162153
Naval Medical Center San Diego,US,healthcare,San Diego,http://www.med.navy.mil/sites/nmcsd/Pages/default.aspx,7143,443187
Toyota Central Research and Development Laboratories (Japan),JP,company,Nagakute-shi,https://www.tytlabs.co.jp,7140,814564
Schneider Children's Medical Center,IL,healthcare,Petah Tikva,http://www.schneider.org.il/Eng,7139,508902
Bibliothèque Nationale de France,FR,archive,Paris,http://www.bnf.fr/en/tools/a.welcome_to_the_bnf.html,7137,9182
Laboratoire d'Informatique en Images et Systèmes d'Information,FR,facility,Villeurbanne,https://liris.cnrs.fr,7137,130511
"Czech Academy of Sciences, Institute of Computer Science",CZ,facility,Prague,http://www.cs.cas.cz/,7135,162970
American College of Surgeons,US,other,Chicago,https://www.facs.org/,7135,580337
Qujing Normal University,CN,education,Qujing,http://www.qjnu.edu.cn/,7133,100586
Max Planck Institute of Experimental Medicine,DE,facility,Göttingen,http://www.em.mpg.de/index.php?id=1&L=1,7132,904671
Instituto de Investigación Sanitaria de Santiago,ES,facility,Santiago de Compostela,https://www.idisantiago.es/,7131,507314
Institute of Strength Physics and Materials Science,RU,facility,Tomsk,http://www.ispms.ru/en/,7130,162835
Ewha Womans University Medical Center,KR,healthcare,Seoul,https://www.eumc.ac.kr,7128,269032
North-Eastern Federal University,RU,education,Yakutsk,http://www.s-vfu.ru/en/,7127,68108
Pingdingshan University,CN,education,Pingdingshan,https://www.pdsu.edu.cn,7127,65570
Lahore University of Management Sciences,PK,education,Lahore,https://www.lums.edu.pk,7126,202423
Brescia University,US,education,Owensboro,https://www.brescia.edu/,7126,275731
Vlaams Instituut voor Biotechnologie,BE,facility,Ghent,https://vib.be/,7125,2207429
Far Eastern Memorial Hospital,TW,healthcare,Taipei,https://hos.femh.org.tw/newfemh/NetFemhEn/index_about_xml.aspx?sub=5,7125,222807
Universitätsmedizin Rostock,DE,healthcare,Rostock,http://www.med.uni-rostock.de/,7125,86304
Huizhou University,CN,education,Huizhou,http://en.hzu.edu.cn/,7125,94910
Cooper University Hospital,US,healthcare,Camden,http://www.cooperhealth.org/,7124,386067
Digital Science (United States),US,company,Cambridge,http://www.digital-science.com/,7124,82058
TOBB University of Economics and Technology,TR,education,Ankara,https://www.etu.edu.tr,7122,272721
Observatoire Midi-Pyrénées,FR,facility,Toulouse,https://www.omp.eu,7121,602994
FH Münster,DE,education,Münster,https://www.fh-muenster.de,7119,199209
Institut Teknologi dan Bisnis Kalbe,ID,education,Jakarta,http://itbk.ac.id/,7118,16486
RELX Group (Netherlands),NL,company,Amsterdam,https://www.relx.com/,7115,548398
NIHR Imperial Biomedical Research Centre,GB,facility,London,https://imperialbrc.nihr.ac.uk/,7115,640798
Okanagan University College,CA,education,Kelowna,http://www.ouc.bc.ca/,7115,501907
Korea Institute of Materials Science,KR,education,Changwon,https://www.kims.re.kr,7114,494147
National Institute of Meteorology,TN,facility,Tunis,https://www.meteo.tn,7113,254589
Nanyang Normal University,CN,education,Nanyang,https://www.nynu.edu.cn,7112,250020
Center for Clinical Research (United States),US,company,Winston-Salem,http://centerforclinicalresearch.com/,7112,850084
Donald Danforth Plant Science Center,US,nonprofit,St Louis,http://www.danforthcenter.org/,7111,427694
Kobe City Medical Center General Hospital,JP,healthcare,Kobe,http://chuo.kcho.jp/foreign_page/eng/eng_index.html,7111,295931
"Istituto Nazionale di Fisica Nucleare, Sezione di Perugia",IT,facility,Perugia,https://www.pg.infn.it,7111,2573208
Bernhard Nocht Institute for Tropical Medicine,DE,facility,Hamburg,http://www.bnitm.de/en/,7111,820653
Royal Manchester Children's Hospital,GB,healthcare,Manchester,http://cmft.nhs.uk/childrens-hospitals.aspx,7110,499629
Institut de Recherche Interdisciplinaire en Sciences Sociales,FR,facility,Paris,https://www.irisso.dauphine.fr/,7109,28719
Assaf Harofeh Medical Center,IL,healthcare,Tel Aviv,http://www.assafh.org/sites/en/Pages/default.aspx,7107,479478
Institute of Fundamental Technological Research,PL,facility,Warsaw,http://www.ippt.pan.pl/en/,7107,189184
Qazvin University of Medical Sciences,IR,education,Qazvin,http://www.qums.ac.ir/,7107,193499
Halmstad University,SE,education,Halmstad,https://www.hh.se,7107,253532
Universidad Católica de Temuco,CL,education,Temuco,https://www.uct.cl,7106,85939
Gansu Provincial Hospital,CN,healthcare,Lanzhou,http://www.gsyy.cn/,7106,165923
Hospital Clínico Universitario Virgen de la Victoria,ES,healthcare,Málaga,http://www.huvv.es/,7105,269942
Ministry of Health,MY,government,Putrajaya,http://www.moh.gov.my,7104,240968
Hopital Universitaire Hedi Chaker,TN,healthcare,Sfax,http://www.pm.gov.tn/pm/entreprise/viewetablissement.php?lang=ar&id=219,7102,107815
Institute of Forensic Science,CN,facility,Shanghai,http://www.ssfjd.com/IFS/Index/Default.aspx,7102,166022
Georgia College & State University,US,education,Milledgeville,http://www.gcsu.edu/,7101,188494
Polytechnic School of Algiers,DZ,education,Algiers,http://www.enp.edu.dz/,7101,206850
Siemens (United States),US,company,Princeton,http://www.usa.siemens.com/,7101,402795
Santé Publique France,FR,other,Saint-Maurice,http://www.santepubliquefrance.fr/,7100,282691
Zhongshan Hospital of Xiamen University,CN,healthcare,Amoy,http://www.xmzsh.com/Pages/Home/Index.aspx,7100,251709
Dokkyo University,JP,education,Saitama,http://www.dokkyo.ac.jp/,7099,405926
Pharmac,NZ,government,Wellington,https://www.pharmac.govt.nz/,7098,303862
Southern Taiwan University of Science and Technology,TW,education,Tainan City,http://www.stust.edu.tw/en,7097,186528
Max Planck Institute for Social Anthropology,DE,facility,Halle,http://www.eth.mpg.de/2169/en,7096,62015
Central Agricultural University,IN,education,Imphal,http://www.cau.ac.in/,7096,109225
Pertamina (Indonesia),ID,company,Jakarta,https://www.pertamina.com/,7093,53113
Zabol University,IR,education,Zabol,http://www.zbmu.ac.ir/,7092,146866
Chiba University Hospital,JP,healthcare,Chiba,http://www.ho.chiba-u.ac.jp/en/,7091,337555
Mexican Institute of Petroleum,MX,government,Mexico City,http://www.imp.mx/en.php,7090,308959
California NanoSystems Institute,US,facility,Los Angeles,http://www.cnsi.ucla.edu/,7088,2402570
Samarkand State Medical Institute,UZ,healthcare,Samarkand,http://www.sammi.uz,7087,6698
Carleton College,US,education,Northfield,https://www.carleton.edu/,7084,592544
National Institute for Interdisciplinary Science and Technology,IN,facility,Thiruvananthapuram,http://www.niist.res.in/english/,7082,704628
St. Josef-Hospital,DE,healthcare,Bochum,https://www.klinikum-bochum.de/st-josef-hospital/standort.html,7080,452143
Institute of Hematology & Blood Diseases Hospital,CN,healthcare,Tianjin,https://www.chinablood.com.cn,7079,490203
Serviço Nacional de Aprendizagem Comercial,BR,education,São Paulo,http://www.senac.br/,7079,21906
Institut de Biologie Structurale,FR,facility,Grenoble,https://www.ibs.fr,7077,838228
European Space Agency,FR,funder,Paris,http://www.esa.int/ESA,7076,189941
Institut National des Sciences Appliquées de Rennes,FR,education,Rennes,https://www.insa-rennes.fr,7075,259839
Australian Defence Force Academy,AU,education,Canberra,https://www.unsw.edu.au/canberra/about-us/our-campuses/unsw-adfa,7075,319558
Universitas Dian Nuswantoro,ID,education,Semarang,http://www.dinus.ac.id/,7074,58432
Université Constantine 2,DZ,education,Constantine,http://www.univ-constantine2.dz/,7074,66951
Université de Technologie de Troyes,FR,education,Troyes,https://www.utt.fr,7069,278708
Chicago Kent College of Law,US,education,Chicago,https://www.kentlaw.iit.edu/,7069,113136
Middlebury College,US,education,Middlebury (village),http://www.middlebury.edu/#story500612,7067,217559
Institut de Recherche sur les ArchéoMATériaux,FR,facility,Belfort,https://iramat.cnrs.fr,7067,76074
Shuguang Hospital,CN,healthcare,Shanghai,http://www.sgyy.cn/eng/sgeweb_history.html,7067,284664
Islamic University of Madinah,SA,education,Medina,https://iu.edu.sa,7067,96385
Rappaport Family Institute for Research in the Medical Sciences,IL,facility,Haifa,http://www.rappaport.org.il/,7065,724020
Keck Hospital of USC,US,healthcare,Los Angeles,https://www.keckmedicine.org/,7064,298013
Universidad Autónoma de Guerrero,MX,education,Chilpancingo,https://www.uagro.mx,7063,109860
Max Planck Institute for Evolutionary Biology,DE,facility,Plön,http://www.evolbio.mpg.de/2169/en,7062,379044
Établissement public Campus Condorcet,FR,education,Aubervilliers,https://www.campus-condorcet.fr,7062,26494
Nestlé (Switzerland),CH,company,Vevey,http://www.nestle.ch/,7061,1057531
People's Hospital of Xinjiang Uygur Autonomous Region,CN,healthcare,Ürümqi,https://www.xjrmyy.com,7061,152856
Qingdao Center of Resource Chemistry and New Materials,CN,facility,Qingdao,http://www.licp-qccm.com/,7061,507323
Naval Aeronautical and Astronautical University,CN,education,Yantai,,7059,57078
Birjand University of Medical Sciences,IR,education,Birjand,http://www.bums.ac.ir/,7058,189721
Texas Health Dallas,US,healthcare,Dallas,https://www.texashealth.org/Locations/Texas-Health-Dallas,7057,550446
Immanuel Kant Baltic Federal University,RU,education,Kaliningrad,http://www.kantiana.ru/eng/,7056,110796
Clínica Alemana,CL,healthcare,Santiago,https://www.clinicaalemana.cl/,7050,306081
Glenfield Hospital,GB,healthcare,Leicester,http://www.leicestershospitals.nhs.uk/aboutus/our-hospitals/glenfield-hospital/,7046,1090514
Tallaght University Hospital,IE,healthcare,Dublin,https://www.tuh.ie,7045,369735
Centre d’histoire sociale des mondes contemporains,FR,facility,Aubervilliers,https://histoire-sociale.cnrs.fr,7045,15566
Shirley Ryan AbilityLab,US,healthcare,Chicago,https://www.sralab.org,7043,512614
Aichi Gakuin University,JP,education,Nagoya,http://www.agu.ac.jp/english/,7043,347528
Economie Publique,FR,facility,Thiverval-Grignon,https://www6.versailles-grignon.inrae.fr/economie_publique_eng/,7043,168761
University of HKBP Nommensen,ID,education,Medan,https://uhn.ac.id,7041,26525
GE Global Research (United States),US,company,Niskayuna,http://www.geglobalresearch.com/,7040,424124
British University in Egypt,EG,education,Cairo,https://www.bue.edu.eg,7039,131932
Tea Research Institute,CN,facility,Hangzhou,http://www.tricaas.com/English/,7037,482135
Shionogi (Japan),JP,company,Osaka,http://www.shionogi.co.jp/en/,7036,723971
Laboratoire Méditerranéen de Préhistoire Europe Afrique,FR,facility,Aix-en-Provence,http://lampea.cnrs.fr/?lang=fr,7035,76739
Unité de Nutrition Humaine,FR,facility,Clermont-Ferrand,https://unh.clermont.hub.inrae.fr,7034,693970
Faculdade de Ciências Médicas de Minas Gerais,BR,education,Belo Horizonte,http://www.cmmg.edu.br/,7034,74181
Weierstrass Institute for Applied Analysis and Stochastics,DE,facility,Berlin,https://www.wias-berlin.de/,7032,133755
National Chin-Yi University of Technology,TW,education,Taichung,http://www.ncut.edu.tw/english,7032,163736
College of Accounting,SI,education,Ljubljana,,7031,74413
Laboratoire Charles Fabry,FR,facility,Palaiseau,https://www.lcf.institutoptique.fr/,7030,363160
National Institute of Mental Health,CZ,facility,Klecany,https://www.nudz.cz,7027,1050813
Pennsylvania Hospital,US,healthcare,Philadelphia,http://www.pennmedicine.org/pahosp/,7024,417563
St. Louis Children's Hospital,US,healthcare,St Louis,http://www.stlouischildrens.org/,7023,685299
Guizhou Electric Power Design and Research Institute,CN,facility,Guiyang,http://www.gzed.cn/Pages/Default.aspx,7023,58427
Norwich University,US,education,Northfield,http://www.norwich.edu/,7020,261968
Amsterdam Public Health,NL,facility,Amsterdam,https://www.amsterdamumc.org/en/research/institutes/amsterdam-public-health.htm,7017,1518359
Prince Charles Hospital,AU,healthcare,Brisbane,http://www.health.qld.gov.au/tpch/,7016,469334
Shandong University of Political Science and Law,CN,education,Jinan,http://english.sdupsl.edu.cn/,7015,146449
University Hospital in Motol,CZ,healthcare,Prague,https://www.fnmotol.cz,7011,386225
IS practice,BE,other,Brussels,http://www.is-practice.eu/,7007,166652
National Museums of Kenya,KE,archive,Nairobi,https://www.museums.or.ke/,7006,173672
University of Carabobo,VE,education,Valencia,http://www.uc.edu.ve/,7006,72067
Laboratoire des Sciences du Numérique de Nantes,FR,facility,Nantes,https://www.ls2n.fr/,7004,132067
Xavier University,US,education,Cincinnati,https://www.xavier.edu,7003,125218
Universidad Nacional Agraria La Molina,PE,education,Lima,https://www.lamolina.edu.pe,7003,112239
Loma Linda University Medical Center,US,healthcare,Loma Linda,http://lomalindahealth.org/medical-center/index.page,7002,415120
Industrial University of Ho Chi Minh City,VN,education,Ho Chi Minh City,http://www.hui.edu.vn,7000,86497
Western Illinois University,US,education,Macomb,http://www.wiu.edu/,6999,158984
Shanghai Children's Medical Center,CN,healthcare,Shanghai,http://www.scmc.com.cn/,6998,347063
Institute of Molecular and Cell Biology,SG,facility,Singapore,https://www.a-star.edu.sg/imcb/,6998,1201382
Centre de Mathématiques Appliquées de l'École polytechnique,FR,facility,Palaiseau,http://www.cmap.polytechnique.fr/,6997,212997
Quality Research,US,facility,San Antonio,http://qualityresearchinc.com/,6996,423262
Jacksonville University,US,education,Jacksonville,http://www.ju.edu/Pages/default.aspx,6990,215825
First Affiliated Hospital of Bengbu Medical College,CN,healthcare,Bengbu,http://www.byyfy.com.cn/,6989,203773
