funding_id,funding_title,funding_agency,funding_type,research_domain,keywords,eligibility,funding_amount,currency,application_deadline,duration,country,description,application_url,status,created_at
AU-ARC-2026-62183,Collaborative Research on Actuators in High-Risk Environments,Australian Research Council,Grant,Robotics,"robotics, arc, path planning, robotic arms, human-robot interaction","Academic institutions, non-profit research organizations, and small businesses.",493000.0,AUD,2027-07-02,48 months,AU,"This program supports collaborative research on research into actuators in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Robotics.",https://www.arc.gov/funding/grants/au-arc-2026-62183,OPEN,2026-02-24
CA-CIHR-2026-93870,Collaborative Research on Robotic Arms for Next-Generation Infrastructures,Canadian Institutes of Health Research,Award,Robotics,"robotics, cihr, robotic arms, actuators, SLAM","Individual researchers, scientists, and postdoctoral fellows.",375000.0,CAD,2027-03-13,24 months,CA,"This program supports collaborative research on research into robotic arms for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Robotics.",https://www.cihr.gov/funding/grants/ca-cihr-2026-93870,OPEN,2026-05-29
JP-JSPS-2026-11467,Engineering Next-Generation Actuators to Improve Social Well-being,Japan Society for the Promotion of Science,Award,Robotics,"robotics, jsps, robotic arms, human-robot interaction, path planning","Ph.D. holders, early-career researchers, and university research groups.",863000.0,JPY,2027-04-08,12 months,JP,"This program supports engineering next-generation research into actuators to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Robotics.",https://www.jsps.gov/funding/grants/jp-jsps-2026-11467,OPEN,2026-03-20
JP-JSPS-2026-89848,Research on Robotic Arms in Resource-Constrained Environments,Japan Society for the Promotion of Science,Contract,Robotics,"robotics, jsps, SLAM, actuators, kinematics","Ph.D. holders, early-career researchers, and university research groups.",545000.0,JPY,2027-03-08,36 months,JP,"This program supports research on research into robotic arms in resource-constrained environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Robotics.",https://www.jsps.gov/funding/grants/jp-jsps-2026-89848,OPEN,2026-02-14
GB-UKRI-2026-91590,Strategic Innovation in Robotic Arms using Predictive Analytics,UK Research and Innovation,Award,Robotics,"robotics, ukri, robotic arms, actuators, human-robot interaction","Academic institutions, non-profit research organizations, and small businesses.",710000.0,GBP,2026-12-22,60 months,GB,"This program supports strategic innovation in research into robotic arms using predictive analytics. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The UK Research and Innovation (UKRI) aims to foster innovation in the field of Robotics.",https://www.ukri.gov/funding/grants/gb-ukri-2026-91590,OPEN,2026-06-04
EU-ERC-2026-83012,Advancements in Actuators in High-Risk Environments,European Research Council,Grant,Robotics,"robotics, erc, actuators, human-robot interaction, kinematics","Individual researchers, scientists, and postdoctoral fellows.",110000.0,EUR,2026-10-23,12 months,EU,"This program supports advancements in research into actuators in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Robotics.",https://www.erc.gov/funding/grants/eu-erc-2026-83012,OPEN,2026-07-06
CA-CIHR-2026-53209,Strategic Innovation in Slam for Global Scale Applications,Canadian Institutes of Health Research,Grant,Robotics,"robotics, cihr, SLAM, human-robot interaction, robotic arms",Consortia of higher education institutions and private industry partners.,193000.0,CAD,2027-03-02,24 months,CA,"This program supports strategic innovation in research into SLAM for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Robotics.",https://www.cihr.gov/funding/grants/ca-cihr-2026-53209,OPEN,2026-05-25
JP-JSPS-2026-79845,Strategic Innovation in Kinematics using High-Performance Computing,Japan Society for the Promotion of Science,Award,Robotics,"robotics, jsps, kinematics, human-robot interaction, actuators","Academic institutions, non-profit research organizations, and small businesses.",927000.0,JPY,2027-02-07,12 months,JP,"This program supports strategic innovation in research into kinematics using high-performance computing. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Robotics.",https://www.jsps.gov/funding/grants/jp-jsps-2026-79845,OPEN,2026-04-25
US-DOE-2026-44326,Analyzing Slam in Modern Industry,Department of Energy,Grant,Robotics,"robotics, doe, human-robot interaction, robotic arms, kinematics","Ph.D. holders, early-career researchers, and university research groups.",1199000.0,USD,2026-12-28,48 months,US,"This program supports analyzing research into SLAM in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Department of Energy (DOE) aims to foster innovation in the field of Robotics.",https://www.doe.gov/funding/grants/us-doe-2026-44326,OPEN,2026-03-01
US-DOE-2026-87286,Development of Kinematics using High-Performance Computing,Department of Energy,Cooperative Agreement,Robotics,"robotics, doe, human-robot interaction, kinematics, SLAM",Open to all international organizations and researchers.,1846000.0,USD,2027-05-23,24 months,US,"This program supports development of research into kinematics using high-performance computing. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Department of Energy (DOE) aims to foster innovation in the field of Robotics.",https://www.doe.gov/funding/grants/us-doe-2026-87286,OPEN,2026-06-16
US-NSF-2026-74671,Analyzing Path Planning for Global Scale Applications,National Science Foundation,Fellowship,Robotics,"robotics, nsf, human-robot interaction, path planning, SLAM","Ph.D. holders, early-career researchers, and university research groups.",1404000.0,USD,2026-12-05,60 months,US,"This program supports analyzing research into path planning for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Robotics.",https://www.nsf.gov/funding/grants/us-nsf-2026-74671,OPEN,2026-07-07
